CourseNumber,CourseTitle,CourseDescription,CourseDepartment
SOCI 481,Managing International Conflict,"This course introduces the principles of international cooperation and conflict resolution; theories of how international agreements develop or break down; and the logic of mediation, arbitration, and negotiation.",SOCIOLOGY
SOCI 691H,Senior Honors Research and Seminar,"Permission of the department. SOCI 691H is required of senior honors candidates. Individual student research (under supervision of an advisor). Weekly seminar to discuss work on honors thesis, as well as special topics in sociology.",SOCIOLOGY
SOCI 692H,Senior Honors Research and Seminar, Permission of the department. Individual student research under supervision of an advisor. Weekly seminar to discuss work on honors thesis as well as special topics in sociology.,SOCIOLOGY
SOCI 696,Undergraduate/Graduate Study in Sociology,Permission of the instructor. Graduate study in sociology for undergraduate students. Undergraduate students taking a 700- or 800-level course in sociology register via this course and complete all requirements for the associated graduate course.,SOCIOLOGY
SOCI 700,History of Social Thought,Graduate standing in sociology or permission of the instructor. Historic social ideas of Western culture are considered against a background of general cultural analysis in terms of systematic theory. Required of all graduate degree candidates in sociology.,SOCIOLOGY
SOCI 707,Measurement and Data Collection,Provides an introduction to measurement theory and a review of various methods of data-gathering. Gaining experience with a variety of techniques of measurement and preparing a pretested research proposal are required for all students.,SOCIOLOGY
SOCI 708,Statistics for Sociologists,"Provides an introduction to probability theory, descriptive statistics, inferential statistics, and the algebra of expectations. Emphasis is on elements useful to research sociologists, including bivariate regression and correlation.",SOCIOLOGY
SOCI 709,Linear Regression Models,"The course presents regression analysis and related techniques. The major topics are the assumptions of the regression model, dummy variables and interaction terms, outlier diagnostics, multicollinearity, specification error, heteroscedasticity and autocorrelation. The final section introduces path analysis, recursive models, and nonrecursive systems.",SOCIOLOGY
SOCI 711,Analysis of Categorical Data,"Permission of the instructor. Introduction to techniques and programs for analyzing categorical variables and nonlinear models. Special attention is given to decomposition of complex contingency tables, discriminant function analysis, Markov chains, and nonmetric multidimensional scaling.",SOCIOLOGY
SOCI 715,Seminar on Social Networks,Permission of the instructor. Theoretical and substantive issues in social network analysis. Focus is on models of social structure.,SOCIOLOGY
SOCI 717,Structural Equations with Latent Variables," This course examines models sometimes referred to as LISREL models. Topics include path analysis, confirmatory factor analysis, measurement error, model identification, nonrecursive models, and multiple indicators.",SOCIOLOGY
SOCI 718,Longitudinal and Multilevel Data Analysis," This course provides an introduction to event history analysis or survival analysis, random effects and fixed effects models for longitudinal data, multilevel models for linear and discrete multilevel data, and growth curve models.",SOCIOLOGY
SOCI 720,Participant Observation and In-Depth Interviewing,"Students will learn the methods of participant observation and in-depth interviewing. Each student will collect data (provide detailed fieldnotes and transcriptions of interviews) in one group or setting for the duration of the course. Such topics as gaining access, ethics of research, and analysis of data will be covered.",SOCIOLOGY
SOCI 753,Experimental Design in Sociology,"Permission of the instructor. Statistical aspects of experimental designs, with emphasis on applied problems involved in executing a statistically sound design.",SOCIOLOGY
SOCI 754,Survey Sampling,Permission of the instructor. The different sampling techniques are discussed. Major emphasis on planning of large-scale sample surveys rather than on statistical theory.,SOCIOLOGY
SOCI 760,Data Collection Methods,"Reviews alternative data collection techniques used in surveys, concentrating on the impact these techniques have on the quality of survey data. Topics covered include errors associated with nonresponse, interviewing, and data processing.",SOCIOLOGY
SOCI 761,Questionnaire Design,"Examines the stages of questionnaire design including developmental interviewing, question writing, question evaluation, pretesting, questionnaire ordering, and formatting. Reviews the literature on questionnaire construction. Provides hands-on experience in developing questionnaires.",SOCIOLOGY
SOCI 762,Case Studies in Surveys,"A number of external speakers from government and industry will describe various problems they encounter in surveys. Students will be challenged to develop proposals for addressing the problems, citing the literature as appropriate.",SOCIOLOGY
SOCI 763,Survey Computing,"Introduces basic statistical concepts and practices emphasizing the analysis of real data. Provides training in the use of the SAS statistical analysis system and the practical problems of stratification, clustering, and weighting in survey analysis.",SOCIOLOGY
SOCI 800,Current Issues in Social Theory,An examination of selected recent work of general significance in sociology. Themes vary.,SOCIOLOGY
SOCI 801,Evolutionary Theory,Introduction to the new evolutionary theory and associated research.,SOCIOLOGY
SOCI 802,Social Psychological Theory,"Introduction to basic theoretical approaches in social psychology, including social learning, social exchange, symbolic interaction, cognitive consistency, and affect control.",SOCIOLOGY
SOCI 803,Human Ecology,"Examination of how human populations adapt to their environments. Emphasis on linkages among population, organization, environment, and technology. Research applications of this approach to urban communities and organizations.",SOCIOLOGY
SOCI 804,Marx and Marxism,"Brief exposition and evaluation of Marx's theory of human nature, societal change and evolution, class, the state, family, and other institutions. Summary of dependency theory and critical theory.",SOCIOLOGY
SOCI 806,Principles of Theorizing,This course in metatheory analyzes methods of theorizing. It examines the criteria for constructing and evaluating scientific theories developed by philosophers of science and applies them to social theorizing. The hypothetico-deductive model of theorizing is contrasted with other theoretical approaches.,SOCIOLOGY
SOCI 807,Major Sociological Theories,"Examination of selected writing, concepts, and issues of a major sociological theory or theoretical approach.",SOCIOLOGY
SOCI 808,Macrosociological Theory,"The objective of the course is to illustrate three aspects of macrosociological theory: 1) the conception of macrosociology, 2) the structural approach in sociology and 3) hypothetico-deductive theorizing. A hypothetico-deductive macrostructural theory developed by the instructor is analyzed, and extensive empirical tests of the theory are presented.",SOCIOLOGY
SOCI 810,Social Movements,"The structure and dynamics of social movements and their societal environment, with special reference to sociopolitical movements of minority and low status groups in industrialized and third world societies.",SOCIOLOGY
SOCI 811,Seminar in Political Sociology,"The relationships between social structure and political decisions. Regimes and social structure; bureaucracies, political associations, and professions; science and politics; closed and open politics; political movements and change.",SOCIOLOGY
SOCI 812,Civil Society,"Under the conditions of globalization, civil society takes on new and different meanings. Course examines what the term means and how it is applied.",SOCIOLOGY
SOCI 813,Comparative Welfare States,"This course examines the development, achievements, present crisis, and future of welfare states in advanced industrial democracies.",SOCIOLOGY
SOCI 814,Comparative and Historical Analysis Exploration,"Exploration and use of techniques for the comparative study of social processes and historical events. Special attention is devoted to methodologies that facilitate the collection, analysis, and interpretation of historical and/or comparative phenomena.",SOCIOLOGY
SOCI 816,Influential Works in Democracy,"The course covers the major traditions of democratic theory from ancient Greece to the present, ethnographies on political organization, and 19th- and 20th-century observations on democracy.",SOCIOLOGY
SOCI 818,Race and Ethnicity,"This course reviews the historical and contemporary sociological literature on race and ethnicity. Students will gain an advanced state-of-the-art understanding of how racial and ethnic groups emerge and evolve, how these constructs shape societies, how they influence intergroup relations, and their role in identity formation.",SOCIOLOGY
SOCI 820,Seminar in Marriage and the Family,"Introduces students to a wide range of studies in the sociology of family, to develop familiarity with the empirical, theoretical, and methodological foundations of family research in sociology. Examines demographic trends; marriage and family relationships; race/ethnicity; poverty and social class; work/family issues; childbearing and rearing; and mate selection.",SOCIOLOGY
SOCI 821,The Life Course,Provides an intense introduction to the life course as a theoretical orientation and methodology (logic of inquiry).,SOCIOLOGY
SOCI 822,Sociological Theories of Aging and the Adult Life Course,"Overview and critical assessment of sociological theory applied to aging, including explicit theories of aging. The course examines the historical development of the field and considers the nature of theory development.",SOCIOLOGY
SOCI 823,Integrating Social and Biological Perspectives on Human Health,"Student will learn key theories and methodological approaches for how social processes, socio-spatial organization, and social inequality are associated with health patterns, changes, and disparities; theories/approaches for studying human health from a biological perspective; and strategies using integrated social and biological research perspectives and address advantages and challenges.",SOCIOLOGY
SOCI 825,Aging and Cohort Analysis in Social and Epidemiologic Research,"This seminar surveys the major methodological tools and empirical studies of aging and cohort analysis that are of enduring importance to the understanding of social change, epidemiologic trends, and related population and life course processes and dynamics. It aims to provide useful guidelines on how to conduct such analysis. It first introduces the theoretical background and principles of the aging and cohort analysis paradigm.",SOCIOLOGY
SOCI 826,Health and Developmental Trajectories From Adolescence into Adulthood,"Graduate seminar that integrates theory and research on health and developmental trajectories across the early life course using the design and data from the National Longitudinal Study of Adolescent to Adult Health (Add Health). Within the social and epidemiology life course frameworks, this course facilitates student research using Add Health.",SOCIOLOGY
SOCI 830,"Demography: Theory, Substance, Techniques, Part I","A basic introduction to the discipline of demography. Materials covered include population history, data sources, mortality and fertility trends, and differentials and techniques of analysis.",SOCIOLOGY
SOCI 831,"Demography: Theory, Substance, Techniques, Part II","A continuation of SOCI 830. Materials covered include population growth and stable population theory, migration and distribution, population policy, and population estimates and projections.",SOCIOLOGY
SOCI 832,Migration and Population Distribution,"Treats migration trends, patterns, and differentials and their effects on population distribution in continental and regional areas. Attention is given to theoretical and methodological problems in the study of population movement.",SOCIOLOGY
SOCI 833,Socioeconomic Factors in Fertility,"Study of fertility differentials by social and economic factors, changes over time, the manner in which these factors affect fertility, and the implications thereof for fertility-control programs.",SOCIOLOGY
SOCI 835,Mortality: Social Demographic Perspectives," This advanced seminar covers mortality date and measurement, the inequality of death, trends in morbidity and mortality, and explanations of mortality decline. Social demographic perspectives receive primary emphasis.",SOCIOLOGY
SOCI 836,Social Gerontology,Permission of the instructor. The study of the aged in our society.,SOCIOLOGY
SOCI 840,Social Attitudes,"Basic theories and methods in attitude research, with special attention to attitude dynamics and social relations.",SOCIOLOGY
SOCI 841,Social Structure and Personality,"The generic processes by which individuals become members of a society, with emphasis on the influence of social structure on socialization and the patterning of personality.",SOCIOLOGY
SOCI 842,Seminar in Socialization and Group Process,"Permission of the instructor. Analysis of theoretical issues and empirical research relevant to socialization. Special emphasis upon group process effects on the evolution of the social self, the ""fit"" between personality and role, and other issues.",SOCIOLOGY
SOCI 843,Seminar in Social Control and Deviance,Permission of the instructor. The relation of social norms to conforming and deviant behavior. Types of social and personal controls. Theoretical and research problems are reviewed.,SOCIOLOGY
SOCI 850,Social Stratification,"Analysis of major theories of and approaches to the study of social inequality, with attention to how the various theories and approaches are operationalized. Focus on recent research in labor markets and worldwide inequality.",SOCIOLOGY
SOCI 851,Sociology of Gender,"Reviews theory on variation in men's and women's gender roles, with emphasis on industrialized societies and women's roles.",SOCIOLOGY
SOCI 852,"Ethnicity, Race, and Education","Emerging new theory and research paradigms in the sociology of education are reviewed. The course covers the following: racial and ethnic variation, parenting, contextual variation, peer influence, and school variation.",SOCIOLOGY
SOCI 853,Justice and Inequality: Selected Topics,"Requires permission of the instructor. Examination of selected issues regarding societal, economic, and political inequality and questions of justice in the United States and Western Europe.",SOCIOLOGY
SOCI 854,Seminar in Urban Sociology,"Theory and research in the study of the location and growth of urban areas, the effect urban areas have upon behavior, and the study of social behavior in different urban subareas. Each member of the seminar completes a project interrelating theory and research.",SOCIOLOGY
SOCI 855,Poverty in America,"This graduate seminar will study trends, causes, and consequences of poverty in America, covering the topics of single-mother families, child poverty, low-wage work, immigrant families, and welfare reform and social policy.",SOCIOLOGY
SOCI 860,Sociology of Organizations,"Permission of the instructor. Structural features of organizations. Behavior in organizations. Organizational career patterns. Comparative analysis of structure, behavior, and careers in different types of organizations. Interorganization and organization-environment relations.",SOCIOLOGY
SOCI 861,Occupations and Work,"The changing occupational system. Structural types of labor markets. Occupational organization, role sets, power relations, careers, and satisfaction in different types of labor markets and occupations.",SOCIOLOGY
SOCI 862,Health Organizations and Occupations,"Considers various treatment settings, socialization and job performance of health workers, patienthood, the relation between organizational structure and effectiveness, and professional self-regulation.",SOCIOLOGY
SOCI 863,"Sociology of Health, Illness, and Healing","This seminar provides a broad introduction to the sociology of health and illness. Classic and contemporary perspectives, as well as empirical evidence, are covered. Questions such as, ""how (and why) are health and illness socially constructed and socially distributed?"" and ""what can be done to address these phenomena?"" are examined.",SOCIOLOGY
SOCI 870,Sociology of Culture,"Focuses on substantive and theoretical issues in this field and their intellectual origins. Topics include organizations, art, religion, science, class, and politics. Quantitative and qualitative approaches are examined.",SOCIOLOGY
SOCI 871,Sociology of Religion,"An introductory, graduate-level survey of the sociology of religion as a field of study, reviewing literature on important theoretical approaches and key problems and issues in the field.",SOCIOLOGY
SOCI 872,The Sociology of Science: Science as a Social and Cultural Activity,This course examines the production of scientific knowledge. The focus is on the processes by which scientific knowledge and technological artifacts are constructed through cultural practices and the organizational of scientific work.,SOCIOLOGY
SOCI 901,Field Research,Permission of the instructor.,SOCIOLOGY
SOCI 905,Survey Practicum,"Applied workshop in sample survey design and implementation. The student works in a data collection center under the guidance of the instructor. Course focuses on real world problems in data collection and their practical, cost-effective solutions.",SOCIOLOGY
SOCI 950,Seminar in Selected Topics,Permission of the instructor. The course description for a particular semester is available in the departmental office.,SOCIOLOGY
SOCI 960,Training Program Seminars,Continuing seminars in selected topics.,SOCIOLOGY
SOCI 961,Reading and Research,Permission of the instructor.,SOCIOLOGY
SOCI 962,Advanced Reading,Library research or field research on a selected topic under guidance of the instructor.,SOCIOLOGY
SOCI 970,Reading and Research in Methodology,Permission of the instructor. Special work on selected problems of research methodology.,SOCIOLOGY
SOCI 971,Reading and Research in Methodology,Permission of the instructor. Special work on selected problems of research methodology.,SOCIOLOGY
SOCI 979,Publishing in Sociology,"Permission of the instructor. This seminar exposes students to a variety of issues related to journal publication in sociology, such as types of journals and collaboration, the experience of writing an article for submission to a journal, reviewing articles for journals, and responding to editorial decisions.",SOCIOLOGY
SOCI 980,Seminar on the Teaching of Sociology,"Doctoral candidacy in sociology or permission of the instructor. Examines the teacher's role and the teaching process, planning a course and constructing syllabi, testing for teaching or grading, evaluating teacher performance and the needs of different student populations.",SOCIOLOGY
SOCI 993,Master's Research and Thesis,Individual research in a selected field under the direction of a member of the department.,SOCIOLOGY
SOCI 994,Doctoral Research and Dissertation,Individual research in a selected field under the direction of a member of the department.,SOCIOLOGY
SPAN 100,Elementary Spanish Review,"Online course that includes essentials of elementary Spanish.  Designed for students with previous study who place into first-semester Spanish.  Upon successful completion students will enroll in SPAN 102. Students may not receive credit for both SPAN 100 and SPAN 101, 111, or 401.",SPANISH
SPAN 101,Elementary Spanish I,"Introduces the essential elements of Spanish structure and vocabulary and cultural aspects of the Spanish-speaking world. Aural comprehension, speaking, reading, and writing are stressed. Students may not receive credit for both SPAN 101 and SPAN 100, 111, or 401.",SPANISH
SPAN 102,Elementary Spanish II," Continues the study of the essential elements of Spanish structure, vocabulary, and the cultural aspects of the Spanish-speaking world. Aural comprehension, speaking, reading, and writing. Students may not receive credit for both SPAN 102 and SPAN 105, 111, 401, or 404. Honors version available.",SPANISH
SPAN 105,Spanish for High Beginners,"Accelerated course that covers SPAN 101 and 102 for students with previous study of Spanish.  Aural comprehension, speaking, reading, and writing. Students may not receive credit for both SPAN 105 and SPAN 102, 111, 401, or 404.",SPANISH
SPAN 111,Modified Intensive Elementary Spanish I and II,"Students must meet eligibility criteria. Class meets five days per week (MTWRF) for a total of six hours of instruction. Alternative teaching and learning strategies used to provide in-depth coverage of the material of the SPAN 101 and 102 sequence in a single semester. Students may not receive credit for both SPAN 111 and SPAN 100, 101, 102, 105, or 401. Permission of the instructor required.",SPANISH
SPAN 170,Reading América Now Fourteen Spanish American Prose Fictions Written While You've Been Around,"This course studies trends in thought and social practices in the Spanish speaking Americas through the most recent literature of the region. Topics may include colonialism, race, class, ethnicity, modernization, ecology, religion, gender, and popular culture. Texts and class are in English.",SPANISH
SPAN 203,Intermediate Spanish I," Develops language skills for communication. Review of elementary Spanish. Expands awareness of the Spanish-speaking world through readings and discussion of representative texts. Students may not receive credit for both SPAN 203 and SPAN 212, 402, or 405. Honors version available.",SPANISH
SPAN 204,Intermediate Spanish II," Continued development of language skills for communication. Considers finer points of linguistic structure. Expands awareness of Spanish culture through reading, inquiry, and class discussion. Students may not receive credit for both SPAN 204 and SPAN 212 or 402. Honors version available.",SPANISH
SPAN 205,Intermediate Spanish II for Heritage Learners," Students may not receive credit for both SPAN 204, and 205, and SPAN 212, or 402. This course is designed for the further development of language skills of Heritage Learners for better communication at the Intermediate level. Considers finer points of linguistic structure. Expands awareness of Spanish-speaking cultures through reading, inquiry, and class discussion.",SPANISH
SPAN 212,Modified Intensive Intermediate Spanish I," A continuation of SPAN 111. Class meets five days per week (MTWRF) for a total of six hours of instruction. In-depth recycling of SPAN 111 material while providing alternative teaching and learning strategies to cover the material of SPAN 203.  Additional focus on modified reading and writing strategies, as well as opportunities for further cultural enrichment.  Students may not receive credit for both SPAN 212 and SPAN 203. Permission of the instructor required.",SPANISH
SPAN 252,Argentine Jewish Culture,"An introduction to the study of Jewish culture in Argentina, using different cultural products as an approach to understanding the process whereby Jews in Argentina moved from being poor immigrants to having prominent roles in the society. Restricted to students in the Buenos Aires summer study abroad program.",SPANISH
SPAN 253,Argentine Jewish Film,"Students experience Buenos Aires through films. Studying the historical and social background through readings, films, and visits to the sites where Jewish life in Buenos Aires is taking place helps students make authentic connections between fiction and reality. Restricted to students in the Buenos Aires summer study abroad program.",SPANISH
SPAN 255,Conversation I, Introductory conversation. Builds oral proficiency and awareness of Hispanic culture. Emphasizes vocabulary and grammatical accuracy; writing activities support speaking. Not open to native speakers. Students may not receive credit for both SPAN 255 and SPAN 266. Honors version available.,SPANISH
SPAN 261,Advanced Spanish in Context," Fifth semester Spanish course required for all majors and minors that uses literature, film, and culture as a basis for reviewing grammatical concepts, developing writing competency, and improving overall communication skills. Students may not receive credit for both SPAN 261 and SPAN 267. Honors version available.",SPANISH
SPAN 266,Spanish Conversation for Heritage Learners," Spanish conversation for native speakers. Develops vocabulary and standard grammar skills, supports research in the history and lives of Hispanics in the United States. First in two-course sequence with SPAN 326.  Students may not receive credit for both SPAN 266 and SPAN 255.",SPANISH
SPAN 267,Advanced Spanish in Context for Heritage Learners," Fifth semester Spanish course, designed specifically for Heritage learners, required for all majors and minors. Uses literature, film, and culture as a basis for reviewing grammatical concepts, developing writing competency, and improving overall communication skills. Students may not receive credit for both SPAN 267 and SPAN 261.",SPANISH
SPAN 270,Contemporary Spanish American Prose Fiction in Translation,"Narrative works of Borges, Cortázar, García Márquez, and other contemporary Spanish American writers.",SPANISH
SPAN 275,Masterpieces of Spanish Literature in Translation,Representative Spanish authors from the Middle Ages to the present.,SPANISH
SPAN 280,Cervantes in English Translation,Study and discussion of Don Quijote with consideration of the Exemplary Novels and the background of Renaissance prose.,SPANISH
SPAN 292,Approaches to Spanish Language Teaching,Permission of the program director based on oral proficiency interview. Students must have advanced proficiency in Spanish. Students learn and implement fundamentals of foreign language instruction as peer tutors for elementary Spanish courses. Students may take course twice for credit. May not count toward the major or minor in Spanish.,SPANISH
SPAN 296,Course Correspondent Project in Spanish,"Learning contract required. Students participating in UNC-led study abroad programs develop activities to supplement instruction in on-campus courses. Supervised by the on-campus instructor, students file reports on the sites, language, and culture of the country in which they are studying. Pass/Fail only. Permission of the instructor and the instructor's department.",SPANISH
SPAN 300,Grammar and Structure of Spanish," Advanced grammar designed to improve grammatical analysis, accuracy, and develop writing skills, using process and task-oriented approaches. Honors version available.",SPANISH
SPAN 301,Introduction to Literary and Cultural Analysis," Prepares students to formulate and communicate critical analyses of literary works in at least three genres chosen from theater, poetry, essay, narrative, and film while situating the readings within a cultural context. Students will improve Spanish language proficiency and appreciation of different world views through literature and culture. Previously offered as SPAN 260. Students may not receive credit for both SPAN 301 and SPAN 260 or 302. Honors version available.",SPANISH
SPAN 302,Literary and Cultural Analysis for Heritage Learners," Designed for heritage learners, prepares students to formulate and communicate critical analyses of literary works in at least three genres chosen from theater, poetry, essay, narrative, and film while situating the readings within a cultural context. Students will gain appreciation of different world views through literature and culture. Previously offered as SPAN 262; students may not receive credit for SPAN 302 and 260 or 301.",SPANISH
SPAN 308,LAC Recitation, A recitation or stand-alone section for LAC courses. May not count toward the major or minor in Spanish. Co-registration required unless a stand-alone LAC course. Contact instructor or view Notes to determine.,SPANISH
SPAN 320,Spanish for Business (First Semester)," All-skills course with review of grammar and extensive writing and speaking practice. Vocabulary, readings, and activities geared toward the language of business professions in the context of the United States Hispanic community. Students may receive credit for only one of SPAN 320, 321, or 323.",SPANISH
SPAN 321,Spanish for the Medical Professions (First Semester)," All-skills course with review of grammar, extensive writing and speaking practice. Vocabulary, readings, and activities geared toward the language of health care professions in the context of the United States Hispanic community. Students may receive credit for only one of SPAN 320, 321, or 323. Open only to students in the minor in Spanish for the professions.",SPANISH
SPAN 323,Spanish for the Legal Professions (First Semester)," All-skills course with review of grammar and extensive writing and speaking. Vocabulary, readings, and activities geared toward the language of legal professions within the context of the Hispanic community. Open only to students in the minor in Spanish for the professions. Students may receive credit for only one of SPAN 320, 321, or 323.",SPANISH
SPAN 324,Spanish for the Legal Professions (Second Semester)," Second semester, all-skills course with extensive writing and speaking practice, and grammar review.  Vocabulary, readings, and activities geared toward the language of law professions in the context of the United States Hispanic community.",SPANISH
SPAN 325,Spanish for Business (Second Semester)," Second semester, all-skills course with extensive writing and speaking practice, including grammar review.  Vocabulary, readings, and activities geared toward the language of business professions in the context of the United States Hispanic community.",SPANISH
SPAN 328,Spanish for the Medical Professions (Second Semester)," Second semester, all-skills course with extensive writing and speaking practice, including grammar review. Vocabulary, readings, and activities geared toward the language of health care professions in the context of the United States Hispanic community.",SPANISH
SPAN 329,Spanish for Professional and Community Engagement," Eighth-semester capstone course applying skills in Spanish language and cultures to professional and community contexts. Assignments include professional documents, community service work and projects, and a research project. Open only to students in the minor in Spanish for the professions.",SPANISH
SPAN 338,Trans-Atlantic Cultural Topics, Cultural history of Spain and Spanish America from the 16th century to the 21st century. Explores trans-Atlantic dimensions of Spanish and Spanish American cultures and the elements that have shaped those societies and their cultural traditions during the periods studied. Formerly offered as SPAN 331.,SPANISH
SPAN 340,Iberian Cultural Topics," This course studies trends in thought, art, film, music, and social practices in the Iberian context, and includes the study of Spain's historical nationalities. Topics may include nationalism, ethnicity, race, class, gender, migration, and popular culture.",SPANISH
SPAN 344,Latin@ American Cultural Topics," This course studies trends in thought, art, film, music, social practices, in the Spanish speaking Americas, including the United States. Topics may include colonialism, race, class, ethnicity, modernization, ecology, religion, gender, and popular culture.",SPANISH
SPAN 351,Spanish Interpretation I," Introduces the profession of interpreter: main interpretation models, history and theory, use of cognitive processes in developing skills, ethical standards, and best practices. Emphasis on expanding communicative and cultural competency while applying strategies in business, conference interpretation, education, health care, law, and law enforcement.",SPANISH
SPAN 352,Spanish Interpretation II,"  Refines interpretation skills through continued study of theory and best practices in varied professional contexts. Focuses on enhancing linguistic competence, sight-translation, and mnemonic strategies. Increases cultural sensitivity to issues interpreters face in business, conference interpretation, education, health care, the hospitality industry, law, and social services.",SPANISH
SPAN 360,Introduction to Hispanic Linguistics," Introduction to the linguistic study of sound, meaning, grammatical form, dialectal and sociolinguistic variation, with a particular focus on modern Spanish and the languages of Spain and Latin America. Previously offered as SPAN/LING 377.",SPANISH
SPAN 361,Hispanic Film," Study of contemporary cultural, historical, and aesthetic issues through narrative film, documentary, and other media from Latin America and Spain.",SPANISH
SPAN 369,Introduction to Translation, Theory and practice of translation through a dual approach of conceptual readings and classroom discussion and workshops in interdisciplinary fields. Emphasizes cultural role of the translator as mediator.,SPANISH
SPAN 370,Spanish Translation II," Translation as product and process. Examines the concept of cultural fluidity in 21st-century translation theory vis-à-vis 20th-century notions of untranslatability. Refines translation skills in cultural, financial, legal, literary, medical, and technical domains. Emphasis on expanding written proficiency and refining style.",SPANISH
SPAN 371,Studies in Spanish Literature," Study of the literatures of Spain centering on representative authors and texts from various literary movements, situated within their sociohistorical contexts.",SPANISH
SPAN 373,Studies in Latin American Literature, The literature of Spanish America from pre-Colombian times to the present. Representative authors and texts from various literary movements will be studied in their sociohistorical contexts.,SPANISH
SPAN 374,Mesoamerica through Its Native Literatures," Literature of the Mayas, Aztecs, and their neighbors from the Pre-Columbian period to the present. Historical, cultural, and religious information with discussions of the complexity and variation of intercultural ways of life. A comparative approach includes the aesthetic similarities, differences, and rhetorical strategies employed by indigenous writers.",SPANISH
SPAN 375,Spanish of the United States," Study of the Spanish found today in the United States, its history and characteristics, and the socioeconomic repercussions of its presence in contact with English.",SPANISH
SPAN 376,Spanish Phonetics and Phonology," Introduction to the description of sound systems with a focus on Spanish. Includes the study of the historical development of Spanish and its areal and social variation in Spain, Latin America, and the United States.",SPANISH
SPAN 378,Afro-Hispanic Language Contacts, Introduction to the study of Spanish in contact with African languages in the Iberian Peninsula and Latin America since the beginning of the slave trade. Linguistic analysis of literary texts from a variety of eras will assess how contact with the African diaspora has had a permanent impact on contemporary Spanish.,SPANISH
SPAN 379,Aesthetics of Violence in Latina/o American Fiction," The course explores the aesthetics of violence in contemporary Latina/o American fiction, paying attention to historical memory, rewritings of history, and the formation of otherness and marginality. Selections from Junot Díaz, Graciela Limón, Daniel Alarcón, Santiago Roncagliolo, Horacio Castellanos Moya, Roberto Bolaño, and Orfa Alarcón, among others.",SPANISH
SPAN 380,Studies in Spanish Drama, Spanish-language theater. Specific topics to be announced in advance by the instructor.,SPANISH
SPAN 381,Studies in Spanish and Spanish American Poetry, Specific topics to be announced in advance by the instructor.,SPANISH
SPAN 382,Studies in Spanish Prose, Selected works of prose from the Spanish canon organized by topic or theme.,SPANISH
SPAN 383,Medieval Spanish Literature," A survey of lyric poetry, drama, prose, and genres peculiar to the literature before 1500.",SPANISH
SPAN 384,Spanish Renaissance," A survey of poetry, drama, and prose of the 16th century.",SPANISH
SPAN 385,Contemporary Spanish American Prose Fiction," A study of the cultural, political, and aesthetic dimensions of the novels and short stories of selected contemporary Spanish American writers such as Borges, Cortázar, García Márquez, Puig, etc.",SPANISH
SPAN 386,Literature and Politics in Central America," The course will explore the most prominent authors of Central America (Guatemala, Honduras, El Salvador, Nicaragua, Costa Rica, and the United States) since the 1950s. Critical analysis of their poetry, short stories, novels, testimonial narratives, and films.",SPANISH
SPAN 387,Eroticism in Contemporary Latin American Literature," Literary manifestations of love, sexuality, and eroticism as social and political metaphors of contemporary Latin America. Selections from Sor Juana, Agustini, Darío, López Velarde, and Neruda with more emphasis on 20th-century works by writers like Donoso, Vargas Llosa, García Márquez, Poniatowska, Rivera Garza, and Montero.",SPANISH
SPAN 388,Narratives of the Mexican Revolution,"  Analysis of historical and literary writing, cinematic productions, and popular corridos produced in response to the Mexican Revolution. In addition to exposure to significant milestones in the development of Mexican literature, students will strengthen their Spanish reading ability and sharpen critical skills.",SPANISH
SPAN 389,Outside Cuba: Diasporic Literature and Culture," An overview of the literary and cultural production (essays, novels, short stories, plays, music, film) of Cubans living in the diaspora after the Cuban revolution.",SPANISH
SPAN 394,Creative Writing in Spanish," This fiction workshop allows students to engage in individual and collaborative creative expression, exploration, and production. Throughout the semester, students analyze literary works to acquire the necessary tools to create their own short stories in Spanish, while mastering certain techniques and methods related to fiction. The course also integrates cultural events outside of the classroom such as guest lectures, book presentations, or literary workshops as part of class participation.",SPANISH
SPAN 395,Research for Advanced Students,"Required preparation, two major-level courses or permission of the instructor. Research project for advanced students on a topic agreed upon by the student and faculty member.",SPANISH
SPAN 397,Undergraduate Seminar in Language and Linguistics, Seminar on a previously announced topic.,SPANISH
SPAN 398,Undergraduate Seminar in Literature and Culture, Variable topics seminar.,SPANISH
SPAN 401,Beginning Accelerated Spanish,"Covers levels one and two of the basic language sequence in one semester.  Designed for highly motivated undergraduate/graduate language learners, especially those who have experienced success with learning another language. Intensive approach to developing all skills but with an emphasis on speaking. Students may not receive credit for both SPAN 401 and SPAN 101, 102, 105 or 111.",SPANISH
SPAN 402,Intermediate Accelerated Spanish," A continuation of SPAN 401, covers levels three and four in one semester. Develops all skills, with increasing emphasis on reading, writing, and cultural analysis. Designed for highly motivated undergraduate/graduate language learners, especially those who have experienced success with learning another language. Prepares students for advanced courses. Students may not receive credit for both SPAN 402 and SPAN 203, SPAN 204 or SPAN 212.",SPANISH
SPAN 404,Elementary Spanish for Health Professionals,Distance course requiring access to the Internet. Focuses on communication within the context of Latino/a immigrant culture in health care settings. Students may not receive credit for both SPAN 404 and SPAN 102 or 105.,SPANISH
SPAN 405,Intermediate Spanish for Health Care Professionals, Distance course requiring access to the Internet. Focuses on improving communication within the context of Latino/a immigrant culture in health care settings. This course is equivalent to SPAN 203 (Intermediate Spanish I) and therefore fulfills the foreign language requirement. Students may not receive credit for both SPAN 405 and SPAN 203.,SPANISH
