CourseNumber,CourseTitle,CourseDescription,CourseDepartment
RELS 4700 , Issues in Religious Studies," Issues in Religious Studies3 Credit Hours  Description Examination of a selected topic in religion.       May be repeated if topic varies, but only six credit hours may be applied toward the major.   ",Religious Studies
RELS 4750 , Seminar in Religious Studies-CTW, Seminar in Religious Studies-CTW3 Credit Hours  Description A writing-intensive seminar focusing on a specific topic or sub-field. Serves a Critical Thinking Through Writing (CTWcourse for religious studies majors.       May be repeated if topic varies.   ,Religious Studies
RELS 4770 , Religion and Health," Religion and Health3 Credit Hours  Description This course explores the intersection of religious traditions, biomedicine, and healing in the United States. Students will explore individual and community experiences of illness, suffering, and healing within a variety of religious contexts and examine the many and nuanced ways different communities understand and define “health.          ",Religious Studies
RELS 4775 , Issues in Religion and Health," Issues in Religion and Health3 Credit Hours  Description This course explores specific issues related religion and health. The focus of this class will change frequently and may include discussions about culture, spirituality, ritual, race, sexuality, gender, embodiment, healing, ethics, policy, systems, and education as they relate to health and religion.          ",Religious Studies
RELS 4789 ," Applied Religious Studies: Internships, Projects, & Papers"," Applied Religious Studies: Internships, Projects, & Papers3 Credit Hours  Description Students in this course meet as a group periodically while they engage in internships or independent research on applied projects or papers. In addition to completing their individual work, students will be responsible for reading assigned texts, participating in class conversations, and reflecting on the whole of their experience at the conclusion of the course.          ",Religious Studies
RELS 4870 , Honors Thesis I, Honors Thesis I1 to 6 Credit Hours Prerequisites: Good standing with the Honors College and consent of instructor.Requirements: Signature Experience course.    Description Readings or research preparatory to honors thesis.          ,Religious Studies
RELS 4880 , Honors Thesis II, Honors Thesis II1 to 6 Credit Hours Prerequisites: Good standing with the Honors College and consent of instructor.Requirements: Signature Experience course.    Description Writing or production of honors thesis or project.          ,Religious Studies
RELS 4890 , Religion On-site in Atlanta," Religion On-site in Atlanta3 Credit Hours  Description Introduces students to various local sites that express religious communities’ traditions and practices in Atlanta. Provides instruction to students at local sites integrated with lectures and readings that explore the history and diversity of Atlanta’s religious communities. Students will learn from on-site lectures presented by lead and guest instructors; from relevant historical documents; and from contemporary literature (secondary scholarship, relevant websites and blogs, community-published material). Students will be trained to integrate information from these sources and analyze them from an academic, critical perspective.  Cities Perspectives Course. This course may include a Signature Experience component.        ",Religious Studies
RELS 4950 , Independent Research, Independent Research1 to 3 Credit Hours Prerequisites: consent of instructor and departmental director of undergraduate studies.Requirements: Signature Experience course.    Description Designed to provide students with the opportunity to do more advanced work in an area in which they already have had regular course work. Not to be used as a substitute for regular upper-level courses.          ,Religious Studies
RELS 4995 , Directed Readings B.I.S.-CTW, Directed Readings B.I.S.-CTW3 to 4 Credit Hours Requirements: This course may satisfy the junior and/or senior-level Critical Thinking Through Writing requirements.    Description Directed Readings designed for Bachelor of Interdisciplinary Studies students.          ,Religious Studies
RSCH 1203 , Research Strategies and Technology," Research Strategies and Technology1 Credit Hours  Description Research Strategies and Technology is an introductory course developing the ability to find, evaluate and use relevant scholarly and professional literature in the humanities, physical, and social sciences effectively, efficiently, and ethically. The Research Strategies course involves developing the skills necessary to use specialized tools for finding digital information and developing the critical thinking skills needed in the digital information environment. Upon completion of this course, students are expected to have gained understanding of information searching techniques and evaluation skills.          ",Research Strategies
RT 1010 , Cardiopulmonary Resuscitation (CPR)," Cardiopulmonary Resuscitation (CPR)2 Credit Hours  Description An American Heart Association certified course in basic life support, including adult, pediatric, and infant resuscitation and foreign body airway obstruction. Students receive Basic Life Support (BLScertification from the American Heart Association with successful completion.          ",Respiratory Therapy
RT 2011 , Application of Physical Principles in Healthcare," Application of Physical Principles in Healthcare3 Credit Hours Prerequisites: Math 1111, Chem 1151K, Chem 1152K or consent of instructor. Open to all university students.   Description This course describes the scientific basis for therapeutic and diagnostic techniques, and related equipment, with emphasis on physical and chemical principles of operation.          ",Respiratory Therapy
RT 3005 , Clinical Cardiopulmonary Physiology," Clinical Cardiopulmonary Physiology3 Credit Hours  Description A study of cardiopulmonary function as an introduction to understanding the pathophysiology of disease states. This course includes study of respiratory physiology, cardiac, and circulatory function with relevant clinical application of concepts. This course is also RT 6005.   Three lecture hours per week.       ",Respiratory Therapy
RT 3020 , Basic Life Support Instructor Course," Basic Life Support Instructor Course3 Credit Hours Prerequisites: BLS certification or RT 1010 An AHA certified course to complete certification for BLS Instructor. Description Instruction techniques to include adult, pediatric and infant resuscitation and foreign body airway obstruction. Students receive certification after successful completion of course and monitoring of BLS instruction in RT 1010.          ",Respiratory Therapy
RT 3025 , Patient Evaluation, Patient Evaluation4 Credit Hours  Description A study of procedures for laboratory and clinical evaluation of the respiratory and critical care patient.   Three lecture hours and two lab hours per week.       ,Respiratory Therapy
RT 3027 , Pulmonary Diseases," Pulmonary Diseases3 Credit Hours Requirements: Serves as one of the two Critical Thinking through Writing (CTW) courses required of all Respiratory Therapy majors.    DescriptionThis course is also RT 6027. A study of the pathophysiology, clinical signs and symptoms, diagnosis, management and prognosis of acute and chronic pulmonary diseases, with an emphasis on respiratory care.  Critical Thinking Through Writing (CTW) course.        ",Respiratory Therapy
RT 3030 , Pulmonary Diagnostics," Pulmonary Diagnostics3 Credit Hours  DescriptionThis course is also RT 6030. A study of pulmonary diagnostic techniques, with an emphasis on pulmonary function testing and interpretation.   Two lecture hours and two lab hours per week.       ",Respiratory Therapy
RT 3040 , Respiratory Care Pharmacology," Respiratory Care Pharmacology3 Credit Hours  DescriptionThis course is also RT 6040. A study of pharmacological agents used in the treatment of cardiopulmonary disease and critical care, with an emphasis on inhaled bronchoactive aerosols.          ",Respiratory Therapy
RT 3050 , Clinical Practice I," Clinical Practice I1 Credit Hours  Description Four hours of clinical for four weeks. A preparation for and introduction to the hospital environment. Emphasis is placed on basic life support, introduction to the clinical affiliate, and medical gas therapy. This course is also RT 6050.  This course may include a Signature Experience component.        ",Respiratory Therapy
RT 3051 , Clinical Practice II, Clinical Practice II4 Credit Hours  Description Clinical experience is provided in basic respiratory care procedures. The integration of equipment and patient care are emphasized. Case presentations are required to integrate clinical and classroom theory.  This course may include a Signature Experience component. One hour of lecture.  Sixteen hours of clinical per week.     ,Respiratory Therapy
RT 3052 , Clinical Practice III, Clinical Practice III1 Credit Hours  Description Clinical experience is provided in the pulmonary function laboratory and in the intensive care setting to refine skills introduced in Clinical I and II. Case presentations are required to integrate clinical and classroom theory.  This course may include a Signature Experience component. One hour of lecture.  Five hours of clinical per week.     ,Respiratory Therapy
RT 3055 , Clinical Applications in Sleep Medicine," Clinical Applications in Sleep Medicine3 Credit Hours  Description This course provides a basic introduction into sleep medicine and technology. Patient hookup procedures, sleep diagnostic equipment, EEG waveform recognition that make up a polysomnogram, recognition of various sleep problems and titration of therapy to treat those sleep abnormalities will be covered. Sleep clinics will be visited with students demonstrating skills in performance of a sleep study and the duties of a sleep technician including reading, scoring, and reporting a sleep study. Both adult and pediatric sleep disorders will be covered.          ",Respiratory Therapy
RT 3111 , Respiratory Care Procedures I," Respiratory Care Procedures I4 Credit Hours  Description A study of respiratory care treatment and support modalities, with associated equipment. Emphasis is placed on understanding application to patient situations, assessment of care, and principles of operation of equipment. This course is also RT 6111.   Three lecture hours and two lab hours per week.       ",Respiratory Therapy
RT 3112 , Respiratory Care Procedures II," Respiratory Care Procedures II3 Credit Hours  Description A study of respiratory care treatment and support modalities, with associated equipment. Emphasis is placed on understanding application to patient situations, assessment of care, and principles of operation of equipment. A continuation of RT 3111.   Two lecture hours and two lab hours per week.       ",Respiratory Therapy
RT 3500 , Research Methods, Research Methods3 Credit Hours  Description This course is designed to provide students with an overview to the major research concepts as applied to the profession of respiratory care. Emphasis is on how to critically evaluate published and empirical research.          ,Respiratory Therapy
RT 4011 , Ventilatory Support I," Ventilatory Support I3 Credit Hours  DescriptionThis course is also RT 7011. A study of methods of mechanical ventilatory support, including physiology and patient management, as well as equipment.   Three lecture hours and one lab hour per week.       ",Respiratory Therapy
RT 4012 , Ventilatory Support II," Ventilatory Support II4 Credit Hours  Description A study of methods of mechanical ventilatory support, including physiology and patient management, as well as equipment. A continuation of RT 4011. This course is also RT 7011.   Four lecture hours and two lab hours per week.       ",Respiratory Therapy
RT 4020 , Neurobiology of Sleep, Neurobiology of Sleep3 Credit Hours  Description Participants in this course will gain knowledge of contemporary theories regarding why humans need to sleep and the neural mechanisms contributing to the states of sleep and wakefulness. An emphasis will be placed upon the analysis of perturbations within specific neurotransmitter systems may manifest as sleep related disorders. The application and evaluation of pharmacological interventions used to normalize activity within those neural pathways will be covered.          ,Respiratory Therapy
RT 4051 , Clinical Practice IV, Clinical Practice IV4 Credit Hours Requirements: Case presentations are required to integrate clinical and classroom theory.    DescriptionThis course is also RT 7051. A third course in the sequence of clinical rotations which provides instruction and experience in the adult critical care setting.  This course may include a Signature Experience component. One hour of lecture.  Sixteen hours of clinical per week.     ,Respiratory Therapy
RT 4052 , Clinical Practice V," Clinical Practice V5 Credit Hours  DescriptionThis course is also RT 7052.   This course may include a Signature Experience component.   Twenty-four hours of clinical per week. Clinical experience is divided into neonatal and pediatric care, and adult critical care.     ",Respiratory Therapy
RT 4060 , Advanced Critical Care Monitoring," Advanced Critical Care Monitoring2 Credit Hours  Description A study of advanced cardiopulmonary monitoring used with the critical care patient. Topics include hemodynamic monitoring, ventilatory waveform analysis, and capnography.          ",Respiratory Therapy
RT 4070 , Advanced Cardiac Life Support, Advanced Cardiac Life Support2 Credit Hours  DescriptionThis course is also RT 7070. The Advanced Cardiac Life Support (ACLScourse is designed to develop the participant’s proficiency in providing care in a cardiorespiratory arrest. This course is offered over a ten-week period to allow for understanding of pathophysiology and the assimilation of the knowledge to carry out skills required in emergent circumstances.          ,Respiratory Therapy
RT 4075 , Patient Care Management, Patient Care Management3 Credit Hours  Description An analysis of patient care management strategies for the respiratory therapist. Patient assessment and critical care management topics will be emphasized.          ,Respiratory Therapy
RT 4080 , Pediatric Respiratory Care, Pediatric Respiratory Care2 Credit Hours  DescriptionThis course is also RT 7080. This course introduces concepts of pediatric disease and ventilatory management. Childhood diseases and challenges of the Pediatric airway are discussed.          ,Respiratory Therapy
RT 4081 , Neonatal Respiratory Care, Neonatal Respiratory Care2 Credit Hours  DescriptionThis is also RT 7081. The processes of growth and development relating to respiratory care from the fetus to the infant will be discussed. Techniques of diagnosis and treatment are discussed to enable the student to develop the processes needed to combine physiologic function with care modalities.          ,Respiratory Therapy
RT 4082 , Advanced Neonatal Respiratory Care," Advanced Neonatal Respiratory Care3 Credit Hours  Description Advanced concepts in the evaluation, monitoring, and therapeutic modalities seen with common neonatal disorders, including respiratory distress syndrome, intracranial hemorrhage, pulmonary hypertension of the newborn, and others. A case study approach will be utilized.          ",Respiratory Therapy
RT 4085 ," Professional Practice: From Current Trends to Long-Term, Extended Care"," Professional Practice: From Current Trends to Long-Term, Extended Care3 Credit Hours Requirements: Serves as one of the two Critical Thinking through Writing (CTW) courses required of all Respiratory Therapy majors.    DescriptionThis is also RT 7085. An analysis of the current professional environment and the role of the respiratory therapist in that atmosphere are discussed. An overview of concepts, procedures, and long- term care and how the respiratory therapist’s role is impacted interacting between the acute care facility and self-administered care in the patient’s home is emphasized. Topics and emphasis may vary. This is a writing intensive course.  Critical Thinking Through Writing (CTW) course.        ",Respiratory Therapy
RT 4096 , End of Life Issues," End of Life Issues1 Credit Hours Prerequisites: First year and 2nd year Respiratory Therapy courses. Description This course is designed to provide a broad overview of death and dying in United States. The growing need for quality palliative care, current gaps in care, and the scope of palliative care will be discussed in an attempt to introduce the student to current end-of-life issues.          ",Respiratory Therapy
RT 4950 , Directed Readings, Directed Readings1 to 4 Credit Hours  Description Readings course in respiratory therapy or other related area.          ,Respiratory Therapy
RT 4990 , Special Topics, Special Topics3 Credit Hours Prerequisites: Consent of instructor. Description Individual study of a selected topic under the direction of a faculty member.          ,Respiratory Therapy
RMI 2001 , Need Information," Need Information3 Credit Hours  Description This course covers the basics of risk management and loss control techniques to reduce the frequency and severity of personal insurance exposures. The course covers the primary insurance coverages for personal insurance lines (homeowners, dwelling and other residential exposures), personal articles, umbrella, and watercraft, and automobile policies, including the variations on personal automobile insurance in high-risk exposures. The course the primary types and uses of life insurance, disability and health insurance, and basics of retirement accounts and annuities for retirement planning.          ",Risk Management & Insurance
RMI 2002 , Need Information," Need Information3 Credit Hours  Description The course is one of five courses that form the certificate in insurance offered by Perimeter College. This course is one of the courses that lead to the insurance designation Associate in Insurance (AINS) provided by The Institutes (www.theinstitutes.org) and is designated as AINS 21. This course covers the basics of how insurance works, its regulation, and business operations (underwriting, claims, marketing, etc. ) and introduces principles of risk management.          ",Risk Management & Insurance
RMI 2003 , Need Information," Need Information3 Credit Hours  Description The course is one of four courses that form the certificate in insurance offered by Perimeter College. This course is one of the courses that lead to the insurance designation Associate in Insurance (AIC) provided by The Institutes (www.theinstitutes.org), and is designated as AIC 30. This course covers the basics of how insurance works, its regulation and business operations (underwriting, claims, marketing, etc. ) and introduces principles of risk management.          ",Risk Management & Insurance
RMI 3500 , Principles of Risk Management and Insurance," Principles of Risk Management and Insurance3 Credit Hours Prerequisites: None.Requirements: Must meet RCB upper division course requirements and 45 semester hours.    Description This course introduces the principles of risk analysis and risk management, and principles of insurance for handling risk. Risk is uncertainty concerning the possibility of loss. Risk management aims to reduce frequency and severity of losses. The insurance focus is on personal lines, for property and liability exposures including automobile and homeowner’s insurance. Personal financial risk exposures include health, disability and longevity, and related insurance, with an introduction to retirement funding mechanisms. The course also presents how insurers operate as a regulated industry, involving various business functions. The topics will be of interest and value to all majors.          ",Risk Management & Insurance
RMI 3600 , Calculus for Business and its Applications," Calculus for Business and its Applications3 Credit Hours Prerequisites: MATH 1220, MATH 1401 or MATH 2211, or permission of instructor.Requirements: Must meet RCB upper division course requirements and 45 semester hours.    Description This course is a calculus course specifically designed for students who are studying business, risk management, finance and other related business majors. The following topics will be covered with its applications in the business world: functions, graphs, limits, exponential and logarithmic functions, differentiation, integration, partial derivatives, optimization, and multivariable calculus.          ",Risk Management & Insurance
RMI 3750 , Risk Modeling," Risk Modeling3 Credit Hours Prerequisites: MATH 1113.Corequisites: MGS 3100.Requirements: Must meet RCB upper division course requirements and 45 semester hours.    Description This course introduces students to the principles of probability theory and risk simulation analysis. Specific topics covered include probability theory; descriptive statistics and graphical representations of data; probability distribution functions including binomial, Poisson, Normal and other functions; sampling distributions and the Central Limit Theorem; estimation and goodness-of-fit tests; and static and dynamic Monte Carlo simulation models. Spreadsheet simulation exercises are used extensively to illustrate the concepts. The applications are drawn from a variety of areas where risk analysis has become important including finance, insurance, corporate risk management and personal financial planning.          ",Risk Management & Insurance
RMI 3751 , Risk Assessment Methods," Risk Assessment Methods3 Credit Hours Prerequisites: None.Requirements: Must meet RCB upper division course requirements and 45 semester hours.    Description This course will introduce basic concepts of risk calculations and statistics used in assessing risk exposures primarily for insurance and corporate risk management. Students with basic math skills will gain knowledge and literacy of these basic methods used to evaluate and measure risk. The course will focus on business needs, through spreadsheet skills. As data analysis methods permeate the day-to-day insurance and corporate risk businesses, the future managers will be expected to be able to understand and participate in the evolution in business.          ",Risk Management & Insurance
RMI 4000 , Personal Financial Planning," Personal Financial Planning3 Credit Hours Prerequisites: FI 3300.Requirements: Must meet RCB upper division course requirements and 45 semester hours.    Description This course covers the process of comprehensive personal financial planning and explores the integrative use of financial services and products to achieve personal and financial objectives. The changing nature of the financial services environment is explored. Students are required to develop a comprehensive, personal financial plan.          ",Risk Management & Insurance
RMI 4005 , Introduction to Risk Analytics and Applications," Introduction to Risk Analytics and Applications3 Credit Hours Prerequisites: RMI 3600 or MATH 2212.Requirements: Must meet RCB upper division course requirements and 45 semester hours.    Description This class will cover three main themes wrapped around various applications in risk analytics. These themes are programming in software used in risk analytics (such as R, SAS, MATLAB, Stata), transparency and replication using principles of literate statistical programming, and risk communication. Students will have access to the various programming languages available on GSU’s Virtual Computing Lab servers and will be able to create a portfolio of problem solutions to demonstrate programming ability in statistical modeling software. In addition, there will be presentations and reports demonstrating students’ ability to communicate to technical and non-technical audiences.          ",Risk Management & Insurance
RMI 4010 , Life Insurance," Life Insurance3 Credit Hours Prerequisites: RMI 3500.Requirements: Must meet RCB upper division course requirements and 45 semester hours.    Description This course covers the nature and importance of life and health risks and the functions and uses of individual life and health insurance in treating these risks. From both the individual and the business viewpoints, techniques for evaluating life insurance, health insurance, and annuities are covered, including a review of the legal aspects of these contracts. This course is suggested as an elective for all majors.          ",Risk Management & Insurance
RMI 4015 , Contracts Risk Analysis," Contracts Risk Analysis3 Credit Hours Prerequisites: BUSA 2106 or RMI 3750.Requirements: Must meet RCB upper division course requirements and 45 semester hours.    Description Business is largely about transactions to sell goods or services to customers (including the government), to obtain goods and service from vendors and suppliers, to merge or divest the company, to enter into joint ventures, to form international agreements, etc. Transactions generate revenue for the firm. Transactions that turn out differently than expected can cost income. This course examines many types of contracts and scenarios where contracts are essential to the business deal and explores how these contracts should be written to comply with legal requirements. Students will evaluate contracts for legal aspects, completeness as to business objective, contingencies and risk assessment, using law, enterprise risk management frameworks and quantitative methods and analysis.          ",Risk Management & Insurance
RMI 4020 , Property and Liability Insurance," Property and Liability Insurance3 Credit Hours Prerequisites: RMI 3500.Requirements: Must meet RCB upper division course requirements and 45 semester hours.    Description This course examines the major types of property and liability insurance. The structure, scope, and limitations of commercial property and liability contracts are analyzed. Coverage principles and concepts are emphasized. This course is suggested as an elective for all majors.          ",Risk Management & Insurance
RMI 4025 ," Law, Policy and Risk Regulation"," Law, Policy and Risk Regulation3 Credit Hours Prerequisites: BUSA 2106 or RMI 3750.Requirements: Must meet RCB upper division course requirements and 45 semester hours.    Description This course focuses on why large portions of the American economy are subject to government regulation (rather than private regulationin order to address risks posed to individuals, firms, and society and to acheieve particular public policy goals. Private regulations relp on agreements or litigation among private parties to change the behavior of individuals and firms. Congress and state legislatures create government agencies to address issues that they have concluded cannot or should not be addressed through private, regulations. These government agencies create, implement, and enforce government regulations. The course focuses on the risk management process by requiring students to identify risks in the legal context and assess those risks using analytic tools of law and economics.          ",Risk Management & Insurance
RMI 4035 , Financial Risk and Regulation," Financial Risk and Regulation3 Credit Hours Prerequisites: RMI 3751 or AS 4140.Requirements: Must meet RCB upper division course requirements and 45 semester hours.    Description This course discusses the various types of risks faced by financial institutions such as banks and insurance firms: credit risk , market risk , operational risk, asset liability committee and organization of asset liability management. The main focus of the course is the measurement and management of these risks in a regulatory environment. This course introduces bank and insurance risk management. The course covers interest rate markets,equity markets, credit risk , operational risk, market risk, asset liability management, liquidity risk as well as capital management by banks and insurance firms.          ",Risk Management & Insurance
RMI 4045 , Advanced Financial Risk Management," Advanced Financial Risk Management3 Credit Hours Prerequisites: RMI 4035.Requirements: Must meet RCB upper division course requirements and 45 semester hours.    Description This course discusses the comprehensive strategy of risk management measures, objectives and hedging techniques that apply to all types of institutions. Advanced risk management techniques used to integrate different risk disciplines (credit risk, market risk, asset and liability management and performance measurement).          ",Risk Management & Insurance
RMI 4150 , Theory of Risk, Theory of Risk3 Credit Hours Prerequisites: ECON 2106.Requirements: Must meet RCB upper division course requirements and 45 semester hours.    Description This course will cover the microeconomic theory of decision making for risk-averse individuals and for corporations. The course also provides an introduction to models of adverse selection and moral hazard so students will understand the basics of risk sharing contracts in the presence of various information environments.          ,Risk Management & Insurance
RMI 4300 , Risk Management," Risk Management3 Credit Hours Prerequisites: RMI 3500 and BCOM 3950.Requirements: Must meet RCB upper division course requirements and 45 semester hours.    Description This course examines the risk management process, the identification and evaluation of loss exposures, the analysis of the various risk control and financing techniques available to manage the exposures, decision making under conditions of uncertainty, and control mechanisms to monitor the results of the risk management program. Case studies, computer simulation, and work to reinforce the risk management concepts covered in the course are required. This course is suggested as an elective for all majors, especially accounting, finance, and management.          ",Risk Management & Insurance
RMI 4350 , Enterprise Risk Management, Enterprise Risk Management3 Credit Hours Prerequisites: MATH 1111.Requirements: Must meet RCB upper division course requirements and 45 semester hours.    Description This course introduces strategies that firms employ to enhance corporate value through their risk management function. The tools and concepts are relevant for both financial and non-financial institutions. The course focuses on risk management decisions from a corporate finance perspective rather than on the speculative use of financial derivative contracts or on the valuation of derivatives and insurance contracts.          ,Risk Management & Insurance
RMI 4389 , Directed Readings in Risk Management and Insurance, Directed Readings in Risk Management and Insurance1 to 3 Credit Hours Prerequisites: One RMI course and consent of instructor.Requirements: Must meet RCB upper division course requirements and 45 semester hours.    Description  ,Risk Management & Insurance
RMI 4391 , Risk Management and Insurance Field Study, Risk Management and Insurance Field Study1 to 3 Credit Hours Prerequisites: Department approval.Requirements: Must meet RCB upper division course requirements and 45 semester hours.    Description This course is designed to provide the senior-level under- graduate student with an opportunity to apply the business skills learned at the Robison College of Business (RCBin an approved site off or on campus. The course immerses students in the planning and execution of complex activities involved in both large and small businesses.          ,Risk Management & Insurance
RMI 4400 , InsurTech: New Technology in Insurance Markets," InsurTech: New Technology in Insurance Markets3 Credit Hours Requirements: Must meet RCB upper division course requirements and 45 semester hours.    Description This course will explore how technology is changing the pricing, processes, and products in insurance markets. We will use lectures, case discussions, guest speakers, and student presentations to learn about areas in which technology is transforming insurance markets. Topics include: Internet of Things in insurance markets, micro-duration insurance and gig economy insurance, automated underwriting, claims processing, and verification, blockchain for claims processing and verification, big data/machine learning in actuarial science and related ethical issues.          ",Risk Management & Insurance
RMI 4530 , Employee Benefit Plans," Employee Benefit Plans3 Credit Hours Prerequisites: MGS 3400.Requirements: Must meet RCB upper division course requirements and 45 semester hours.    Description(Same as Mgs 4385). This course examines the characteristics and design of employee benefit plans, including group insurance, pensions, and profit sharing. These plans are evaluated in terms of their cost and effectiveness. Consideration is given to employee communications, taxation, collective bargaining, social insurance systems, and international benefit programs.          ",Risk Management & Insurance
RMI 4680 , Regression Modeling," Regression Modeling3 Credit Hours Prerequisites: MATH 4752.Requirements: Must meet RCB upper division course requirements and 45 semester hours.    Description This course covers basic and multiple linear regression, variable selection and interpretation of regression results, modeling trends, autocorrelations and autoregressive models, time series models and forecasting, non-linear regression, generalized linear models, generalized additive models, and report writing, with actuarial and risk management applications in R and/or SAS.          ",Risk Management & Insurance
RMI 4700 , Insurance Operations," Insurance Operations3 Credit Hours Prerequisites: RMI 3500, RMI 4020 and BCOM 3950.Requirements: Must meet RCB upper division course requirements and 45 semester hours.    Description This course is designed to study the key operational activities of insurance organizations. It specifically covers marketing and distributions systems, underwriting, principles of ratemaking, reinsurance, and financial analysis. These functional areas are studied in the context of regulatory and public policy issues. Students analyze the operational and financial aspects of an insurance company.          ",Risk Management & Insurance
RMI 4800 , Commercial Insurance Underwriting," Commercial Insurance Underwriting3 Credit Hours Prerequisites: RMI 3500 and RMI 4020. Description This course will integrate commercial insurance submission and underwriting using simulations and case studies to follow the process from broker evaluation for risk and insurance identification, through insurer underwriting, rating, quotes and policy issuance.          ",Risk Management & Insurance
RMI 4980 , Problems in Risk Management and Insurance," Problems in Risk Management and Insurance3 Credit Hours Prerequisites: A minimum of four RMI courses including RMI 3500, and RMI 4010, and RMI 4020, or consent of instructor.Requirements: Must meet RCB upper division course requirements and 45 semester hours.    Description The principal focus of this capstone course for the RMI major is the study of current problems and issues in risk management and insurance.          ",Risk Management & Insurance
RMI 4990 , The Risk Analysis Clinic," The Risk Analysis Clinic3 Credit Hours Prerequisites: Senior status and by permission.Requirements: Must meet RCB upper division course requirements and 45 semester hours.    Description The Risk Analysis Clinic course will provide the student with a real case study of a problem with Risk Analysis using real company data. Students will approach the problem as a consulting project, meet with the client, assess needs, undertake the analysis, and report results in both a written report and an oral presentation. As a result, students will work on a real project from a local firm from start to finish. Overall, students will gain experience interacting with a customer and will practice providing critical review of other students projects.  This course may include a Signature Experience component.        ",Risk Management & Insurance
RUSS 1001 , Elementary Russian I," Elementary Russian I3 Credit Hours   Not open to native speakers of Russian.  Description Development of basic skills in listening, speaking, reading, and writing. Acquisition of grammatical structures. Students are introduced to various aspects of Russian culture.          ",Russian
RUSS 1002 , Elementary Russian II," Elementary Russian II3 Credit Hours Prerequisites: Russ 1001 with grade of C or higher, or placement into 1002.  Not open to native speakers of Russian.  Description Development of basic skills in listening, speaking, reading, and writing. Acquisition of grammatical structures. Students are introduced to various aspects of Russian culture.          ",Russian
RUSS 2001 , Intermediate Russian I," Intermediate Russian I3 Credit Hours Prerequisites: Russ 1002 with grade of C or higher, or placement into 2001.  Not open to native speakers of Russian.  Description Continuing development of listening, speaking, reading, and writing skills. Vocabulary expansion; further work with grammatical structures. Russian culture presented.          ",Russian
RUSS 2002 , Intermediate Russian II," Intermediate Russian II3 Credit Hours Prerequisites: Russ 2001 with grade of C or higher, or placement into 2002.  Not open to native speakers of Russian.  Description Continuing development of listening, speaking, reading, and writing skills through the use of audio and video materials as well as literary and non-literary texts. Russian culture presented.          ",Russian
EDSC 3250 , Topics in Middle Grades Science," Topics in Middle Grades Science3 Credit Hours  Description Develops basic content knowledge of nature of science, scientific inquiry, and scientific practices. Develops understanding of middle level school science topics. Emphasizes scientific reasoning skills, problem solving, using technology, and communicating scientific knowledge. (Repeatable).   (lecture/lab course).    May be repeated as topics vary.   ",Science Education
EDSC 4470 , Concepts and Methods in Middle Childhood Science," Concepts and Methods in Middle Childhood Science3 Credit Hours Prerequisites: Students must complete all Area G.1 and Area G.2 courses.Corequisites: EDCI 4650 , EDCI 4600 , EDRD 4600  and EDMT 4460 , EDRD 4450 , EDSC 4470, or EDSS 4480 .Requirements: A minimum grade of “B” is required for this course.    Description Provides the pedagogical content knowledge necessary for effective middle school science instruction. Procedures for planning, implementing, and reflecting on science instruction are learned in a school setting.          ",Science Education
EDSC 4655 , Principles of Science Instruction," Principles of Science Instruction3 Credit Hours Corequisites: EDCI 4600 . Description Examines the nature of secondary students and schools. Explores instructional materials, teaching strategies, technology, and effective teaching. Includes experiences in reflective teaching and micro-teaching.          ",Science Education
EDSC 4755 , Theory and Pedagogy of Science Instruction," Theory and Pedagogy of Science Instruction3 Credit Hours Corequisites: EDCI 4750 . Description Examines current issues, strategies, materials, and technology related to the teaching and learning of science at the middle and secondary school levels. Science curriculum, teaching, and research in science education are investigated.          ",Science Education
SLIP 3010 , Introduction to Interpreting-CTW," Introduction to Interpreting-CTW3 Credit Hours  Description This course is designed to provide an introduction to the profession of interpreting. This course details the ethical and professional responsibilities of the interpreter, the mental process of interpreting,the history of the field, laws related to interpreting,credentials, education, and terminology common to the profession. Critical Thinking Through Writing Course (CTW).          ",Sign Language Interpreting
SLIP 3100 , ASL Narrative and Discourse," ASL Narrative and Discourse6 Credit Hours Prerequisites: ENGL 1101 and ENGL 1102 with a grade of “C” or higher. Corequisites: SLIP 3100L.Requirements: SLIP 3100L MUST be taken with this course even if the student has taken and passed the lab previously.    Description This course is an advanced study of American Sign Language conversation and narrative. It is designed to provide a strong foundation for future interpreting courses. The primary focus is on complex grammatical features, vocabulary expansion and language fluency. This course is taught predominately in ASL.          ",Sign Language Interpreting
SLIP 3100L , Interpreting Lab I, Interpreting Lab I1 Credit Hours Corequisites: SLIP 3100. Description This is a skills laboratory to accompany SLIP 3100. Assignments are designed to reinforce classroom concepts.          ,Sign Language Interpreting
SLIP 3115 , Deaf History and Culture," Deaf History and Culture3 Credit Hours  Description This course offers an overview of issues related to persons who are Deaf and hard of hearing. Topics include types of hearing loss, history and education, legislation, employment, related services and organizations, the relationship of language and community, audiological vs. cultural deafness, the dynamics of deafness in the family. This course also studies the variety of cultures, experiences and perspectives among people who are deaf and hard of hearing. An instructor who is Deaf often teaches this course. Knowledge of sign language may be necessary.          ",Sign Language Interpreting
SLIP 3200 , Service Learning I," Service Learning I3 Credit Hours  Description This course is designed for students’ active participation in community-based organizations both Deaf and Interpreter centered as well as other organizations that Deaf and Hard of Hearing citizens might access. Students will have the opportunity to expand their knowledge of community resources and needs, while developing critical thinking and problem solving skills.  This course may include a Signature Experience component.        ",Sign Language Interpreting
